航班号,sequenceNo,marketAirlineCode,航空公司,marketAlliance,出发国家,departureCountryCode,departureProvinceId,departureCityId,departureCityCode,出发城市,出发机场三字码,出发机场,departureAirportShortName,departureTerminal,到达国家,arrivalCountryCode,arrivalProvinceId,arrivalCityId,arrivalCityCode,到达城市,到达机场三字码,到达机场,arrivalAirportShortName,arrivalTerminal,飞行时长,transferDuration,飞机型号三字码,飞机型号,飞机尺寸,departureDateTime,arrivalDateTime,leakedVisaTagSwitch,highLightPlaneNo,停留次数,istTransitService,mainSegment,出发日期,出发时间,到达日期,到达时间,isLowCostCarrier,operateAirlineCode,operateAirlineName,operateAlliance,operateFlightNo,stopList,economy_origin,economy_tax,economy_total,economy_full,bussiness_origin,bussiness_tax,bussiness_total,bussiness_full,数据获取日期
JL736,1,JL,日本航空,寰宇一家,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,265,0,788,波音787(大),L,2024-04-01 10:40:00,2024-04-01 16:05:00,False,False,0,False,True,2024-04-01,10:40:00,2024-04-01,16:05:00,,,,,,,3582,756,4338,5220,,,,,2024-03-09
UO652,1,UO,香港快运航空,,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,270,0,321,空客321(中),M,2024-04-01 15:00:00,2024-04-01 20:30:00,False,False,0,False,True,2024-04-01,15:00:00,2024-04-01,20:30:00,True,,,,,,874,434,1308,2207,,,,,2024-03-09
UO628,1,UO,香港快运航空,,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,T3,260,0,321,空客321(中),M,2024-04-01 20:00:00,2024-04-02 01:20:00,False,False,0,False,True,2024-04-01,20:00:00,2024-04-02,01:20:00,True,,,,,,874,434,1308,2173,,,,,2024-03-09
CX504,1,CX,国泰航空,寰宇一家,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,265,0,773,波音777(大),L,2024-04-01 09:05:00,2024-04-01 14:30:00,False,False,0,False,True,2024-04-01,09:05:00,2024-04-01,14:30:00,,,,,,,4759,436,5195,6077,,,,,2024-03-09
JL7042,1,JL,日本航空,寰宇一家,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,265,0,773,波音777(大),L,2024-04-01 09:05:00,2024-04-01 14:30:00,False,False,0,False,True,2024-04-01,09:05:00,2024-04-01,14:30:00,,CX,国泰航空,寰宇一家,CX504,,5935,755,6690,7572,,,,,2024-03-09
UO646,1,UO,香港快运航空,,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,265,0,321,空客321(中),M,2024-04-01 13:00:00,2024-04-01 18:25:00,False,False,0,False,True,2024-04-01,13:00:00,2024-04-01,18:25:00,True,,,,,,1067,434,1501,2383,,,,,2024-03-09
CX524,1,CX,国泰航空,寰宇一家,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,265,0,359,空客350(大),L,2024-04-01 01:20:00,2024-04-01 06:45:00,False,False,0,False,True,2024-04-01,01:20:00,2024-04-01,06:45:00,,,,,,,4759,436,5195,6077,,,,,2024-03-09
UO622,1,UO,香港快运航空,,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,T3,260,0,321,空客321(中),M,2024-04-01 17:35:00,2024-04-01 22:55:00,False,False,0,False,True,2024-04-01,17:35:00,2024-04-01,22:55:00,True,,,,,,1253,434,1687,2552,,,,,2024-03-09
JL7032,1,JL,日本航空,寰宇一家,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,T3,255,0,773,波音777(大),L,2024-04-01 16:20:00,2024-04-01 21:35:00,False,False,0,False,True,2024-04-01,16:20:00,2024-04-01,21:35:00,,CX,国泰航空,寰宇一家,CX542,,5935,755,6690,7539,,,,,2024-03-09
HB2324,1,HB,大湾区航空,,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,285,0,738,波音737(中),M,2024-04-01 13:25:00,2024-04-01 19:10:00,False,False,0,False,True,2024-04-01,13:25:00,2024-04-01,19:10:00,,,,,,,2156,488,2644,3593,,,,,2024-03-09
HX606,1,HX,香港航空,,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T1,285,0,320,空客320(中),M,2024-04-01 02:35:00,2024-04-01 08:20:00,False,False,0,False,True,2024-04-01,02:35:00,2024-04-01,08:20:00,,,,,,,1430,436,1866,2815,,,,,2024-03-09
JL7030,1,JL,日本航空,寰宇一家,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,T3,250,0,77W,波音777(大),L,2024-04-01 08:45:00,2024-04-01 13:55:00,False,False,0,False,True,2024-04-01,08:45:00,2024-04-01,13:55:00,,CX,国泰航空,寰宇一家,CX548,,6168,755,6923,7755,,,,,2024-03-09
UO624,1,UO,香港快运航空,,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,T3,255,0,321,空客321(中),M,2024-04-01 23:40:00,2024-04-02 04:55:00,False,False,0,False,True,2024-04-01,23:40:00,2024-04-02,04:55:00,True,,,,,,1253,434,1687,2536,,,,,2024-03-09
UO848,1,UO,香港快运航空,,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,270,0,321,空客321(中),M,2024-04-01 09:15:00,2024-04-01 14:45:00,False,False,0,False,True,2024-04-01,09:15:00,2024-04-01,14:45:00,True,,,,,,1712,434,2146,3045,,,,,2024-03-09
CX520,1,CX,国泰航空,寰宇一家,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,265,0,77W,波音777(大),L,2024-04-01 10:40:00,2024-04-01 16:05:00,False,False,0,False,True,2024-04-01,10:40:00,2024-04-01,16:05:00,,,,,,,4759,436,5195,6077,,,,,2024-03-09
JL7048,1,JL,日本航空,寰宇一家,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,265,0,359,空客350(大),L,2024-04-01 15:10:00,2024-04-01 20:35:00,False,False,0,False,True,2024-04-01,15:10:00,2024-04-01,20:35:00,,CX,国泰航空,寰宇一家,CX500,,5935,755,6690,7572,,,,,2024-03-09
CX450,1,CX,国泰航空,寰宇一家,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,380,0,773,波音777(大),L,2024-04-01 09:55:00,2024-04-01 17:15:00,False,False,1,False,True,2024-04-01,09:55:00,2024-04-01,17:15:00,,,,,,"[{'countryName': '中国', 'provinceId': 53, 'cityCode': 'TPE', 'cityName': '台北', 'airportCode': 'TPE', 'airportName': '桃园机场', 'duration': 70, 'luggageDirectType': 0}]",4759,551,5310,6575,,,,,2024-03-09
CX548,1,CX,国泰航空,寰宇一家,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,T3,250,0,77W,波音777(大),L,2024-04-01 08:45:00,2024-04-01 13:55:00,False,False,0,False,True,2024-04-01,08:45:00,2024-04-01,13:55:00,,,,,,,5243,436,5679,6511,,,,,2024-03-09
UO650,1,UO,香港快运航空,,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,270,0,321,空客321(中),M,2024-04-01 14:15:00,2024-04-01 19:45:00,False,False,0,False,True,2024-04-01,14:15:00,2024-04-01,19:45:00,True,,,,,,1067,434,1501,2400,,,,,2024-03-09
JL7026,1,JL,日本航空,寰宇一家,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,265,0,333,空客330(大),L,2024-04-01 08:15:00,2024-04-01 13:40:00,False,False,0,False,True,2024-04-01,08:15:00,2024-04-01,13:40:00,,CX,国泰航空,寰宇一家,CX526,,7520,755,8275,9157,,,,,2024-03-09
CX526,1,CX,国泰航空,寰宇一家,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,265,0,333,空客330(大),L,2024-04-01 08:15:00,2024-04-01 13:40:00,False,False,0,False,True,2024-04-01,08:15:00,2024-04-01,13:40:00,,,,,,,7344,436,7780,8662,,,,,2024-03-09
HX604,1,HX,香港航空,,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T1,275,0,320,空客320(中),M,2024-04-01 07:25:00,2024-04-01 13:00:00,False,False,0,False,True,2024-04-01,07:25:00,2024-04-01,13:00:00,,,,,,,1430,436,1866,2781,,,,,2024-03-09
HX610,1,HX,香港航空,,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T1,270,0,333,空客330(大),L,2024-04-01 15:25:00,2024-04-01 20:55:00,False,False,0,False,True,2024-04-01,15:25:00,2024-04-01,20:55:00,,,,,,,1054,436,1490,2389,,,,,2024-03-09
CX500,1,CX,国泰航空,寰宇一家,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,265,0,359,空客350(大),L,2024-04-01 15:10:00,2024-04-01 20:35:00,False,False,0,False,True,2024-04-01,15:10:00,2024-04-01,20:35:00,,,,,,,4759,436,5195,6077,,,,,2024-03-09
CX542,1,CX,国泰航空,寰宇一家,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,T3,255,0,773,波音777(大),L,2024-04-01 16:20:00,2024-04-01 21:35:00,False,False,0,False,True,2024-04-01,16:20:00,2024-04-01,21:35:00,,,,,,,5243,436,5679,6528,,,,,2024-03-09
HB322,1,HB,大湾区航空,,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,290,0,738,波音737(中),M,2024-04-01 10:50:00,2024-04-01 16:40:00,False,False,0,False,True,2024-04-01,10:50:00,2024-04-01,16:40:00,,,,,,,2156,488,2644,3609,,,,,2024-03-09
JL026,1,JL,日本航空,寰宇一家,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,T3,250,0,789,波音787(大),L,2024-04-01 15:15:00,2024-04-01 20:25:00,False,False,0,False,True,2024-04-01,15:15:00,2024-04-01,20:25:00,,,,,,,3582,756,4338,5170,,,,,2024-03-09
HX608,1,HX,香港航空,,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T1,280,0,333,空客330(大),L,2024-04-01 09:15:00,2024-04-01 14:55:00,False,False,0,False,True,2024-04-01,09:15:00,2024-04-01,14:55:00,,,,,,,1815,436,2251,3183,,,,,2024-03-09
