航班号,sequenceNo,marketAirlineCode,航空公司,marketAlliance,出发国家,departureCountryCode,departureProvinceId,departureCityId,departureCityCode,出发城市,出发机场三字码,出发机场,departureAirportShortName,departureTerminal,到达国家,arrivalCountryCode,arrivalProvinceId,arrivalCityId,arrivalCityCode,到达城市,到达机场三字码,到达机场,arrivalAirportShortName,arrivalTerminal,飞行时长,transferDuration,飞机型号三字码,飞机型号,飞机尺寸,departureDateTime,arrivalDateTime,leakedVisaTagSwitch,highLightPlaneNo,停留次数,istTransitService,mainSegment,出发日期,出发时间,到达日期,到达时间,operateAirlineCode,operateAirlineName,operateAlliance,operateFlightNo,economy_origin,economy_tax,economy_total,economy_full,bussiness_origin,bussiness_tax,bussiness_total,bussiness_full,数据获取日期
FM896,1,FM,上海航空,天合联盟,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,T3,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T1,225,0,73E,波音738(中),M,2024-04-01 17:10:00,2024-04-01 19:55:00,False,False,0,False,True,2024-04-01,17:10:00,2024-04-01,19:55:00,,,,,2225,751,2976,3725,,,,,2024-02-11
CZ8310,1,CZ,南方航空,,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T1,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T2,185,0,32M,空客321(中),M,2024-04-01 14:55:00,2024-04-01 17:00:00,False,False,0,False,True,2024-04-01,14:55:00,2024-04-01,17:00:00,,,,,1630,749,2379,2995,,,,,2024-02-11
FM816,1,FM,上海航空,天合联盟,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,T3,中国,CN,2,2,SHA,上海,SHA,虹桥国际机场,虹桥,T1,185,0,789,波音787(大),L,2024-04-01 13:30:00,2024-04-01 15:35:00,False,False,0,False,True,2024-04-01,13:30:00,2024-04-01,15:35:00,,,,,3070,751,3821,4437,,,,,2024-02-11
HO3130,1,HO,吉祥航空,星空联盟,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T1,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T2,200,0,789,波音787(大),L,2024-04-01 09:20:00,2024-04-01 11:40:00,False,False,0,False,True,2024-04-01,09:20:00,2024-04-01,11:40:00,NH,全日空航空,星空联盟,NH919,2016,749,2765,3431,,,,,2024-02-11
NH919,1,NH,全日空航空,星空联盟,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T1,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T2,200,0,789,波音787(大),L,2024-04-01 09:20:00,2024-04-01 11:40:00,False,False,0,False,True,2024-04-01,09:20:00,2024-04-01,11:40:00,,,,,11690,751,12441,13107,,,,,2024-02-11
NH967,1,NH,全日空航空,星空联盟,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T2,185,0,788,波音787(大),L,2024-04-01 22:30:00,2024-04-02 00:35:00,False,False,0,False,True,2024-04-01,22:30:00,2024-04-02,00:35:00,,,,,11690,747,12437,13053,,,,,2024-02-11
JL085,1,JL,日本航空,寰宇一家,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,T3,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T1,200,0,767,波音767(大),L,2024-04-01 11:40:00,2024-04-01 14:00:00,False,False,0,False,True,2024-04-01,11:40:00,2024-04-01,14:00:00,,,,,13192,717,13909,14575,3131,717,3848,4514,2024-02-11
HO3136,1,HO,吉祥航空,星空联盟,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T2,185,0,788,波音787(大),L,2024-04-01 22:30:00,2024-04-02 00:35:00,False,False,0,False,True,2024-04-01,22:30:00,2024-04-02,00:35:00,NH,全日空航空,星空联盟,NH967,2016,751,2767,3383,,,,,2024-02-11
NH969,1,NH,全日空航空,星空联盟,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,,中国,CN,2,2,SHA,上海,SHA,虹桥国际机场,虹桥,T1,190,0,789,波音787(大),L,2024-04-01 10:05:00,2024-04-01 12:15:00,False,False,0,False,True,2024-04-01,10:05:00,2024-04-01,12:15:00,,,,,12196,747,12943,13575,,,,,2024-02-11
CA924,1,CA,中国国航,星空联盟,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T1,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T2,195,0,321,空客321(中),M,2024-04-01 13:35:00,2024-04-01 15:50:00,False,False,0,False,True,2024-04-01,13:35:00,2024-04-01,15:50:00,,,,,959,742,1701,2350,,,,,2024-02-11
MU272,1,MU,东方航空,天合联盟,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T1,225,0,325,空客321(中),M,2024-04-01 10:55:00,2024-04-01 13:40:00,False,False,0,False,True,2024-04-01,10:55:00,2024-04-01,13:40:00,,,,,1927,749,2676,3425,,,,,2024-02-11
MU728,1,MU,东方航空,天合联盟,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T1,220,0,325,空客321(中),M,2024-04-01 13:00:00,2024-04-01 15:40:00,False,False,0,False,True,2024-04-01,13:00:00,2024-04-01,15:40:00,,,,,1927,749,2676,3408,,,,,2024-02-11
MU538,1,MU,东方航空,天合联盟,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,T3,中国,CN,2,2,SHA,上海,SHA,虹桥国际机场,虹桥,T1,220,0,33L,空客330(大),L,2024-04-01 14:30:00,2024-04-01 17:10:00,False,False,0,False,True,2024-04-01,14:30:00,2024-04-01,17:10:00,,,,,3070,751,3821,4553,,,,,2024-02-11
MU522,1,MU,东方航空,天合联盟,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T1,200,0,33E,空客330(大),L,2024-04-01 16:55:00,2024-04-01 19:15:00,False,False,0,False,True,2024-04-01,16:55:00,2024-04-01,19:15:00,,,,,2575,749,3324,3990,,,,,2024-02-11
NH971,1,NH,全日空航空,星空联盟,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T2,185,0,320,空客320(中),M,2024-04-01 18:35:00,2024-04-01 20:40:00,False,False,0,False,True,2024-04-01,18:35:00,2024-04-01,20:40:00,,,,,11690,747,12437,13053,,,,,2024-02-11
HO1380,1,HO,吉祥航空,星空联盟,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T2,185,0,32S,空客32S(中),M,2024-04-01 13:25:00,2024-04-01 15:30:00,False,False,0,False,True,2024-04-01,13:25:00,2024-04-01,15:30:00,,,,,2210,749,2959,3575,,,,,2024-02-11
JL089,1,JL,日本航空,寰宇一家,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,T3,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T1,200,0,773,波音777(大),L,2024-04-01 17:25:00,2024-04-01 19:45:00,False,False,0,False,True,2024-04-01,17:25:00,2024-04-01,19:45:00,,,,,12943,717,13660,14326,3131,717,3848,4514,2024-02-11
CA158,1,CA,中国国航,星空联盟,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T1,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T2,190,0,321,空客321(中),M,2024-04-01 08:55:00,2024-04-01 11:05:00,False,False,0,False,True,2024-04-01,08:55:00,2024-04-01,11:05:00,,,,,959,742,1701,2333,,,,,2024-02-11
MU524,1,MU,东方航空,天合联盟,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T1,205,0,359,空客350(大),L,2024-04-01 13:50:00,2024-04-01 16:15:00,False,False,0,False,True,2024-04-01,13:50:00,2024-04-01,16:15:00,,,,,1927,749,2676,3358,,,,,2024-02-11
CA930,1,CA,中国国航,星空联盟,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T1,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T2,215,0,359,空客350(大),L,2024-04-01 15:00:00,2024-04-01 17:35:00,False,False,0,False,True,2024-04-01,15:00:00,2024-04-01,17:35:00,,,,,959,742,1701,2416,,,,,2024-02-11
MU576,1,MU,东方航空,天合联盟,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,T3,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T1,195,0,773,波音777(大),L,2024-04-01 08:40:00,2024-04-01 10:55:00,False,False,0,False,True,2024-04-01,08:40:00,2024-04-01,10:55:00,,,,,1927,751,2678,3327,,,,,2024-02-11
CA920,1,CA,中国国航,星空联盟,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T1,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T2,205,0,32A,空客320(中),M,2024-04-01 20:00:00,2024-04-01 22:25:00,False,False,0,False,True,2024-04-01,20:00:00,2024-04-01,22:25:00,,,,,2910,742,3652,4334,,,,,2024-02-11
HO1386,1,HO,吉祥航空,星空联盟,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,T3,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T2,175,0,32S,空客32S(中),M,2024-04-01 00:05:00,2024-04-01 02:00:00,False,False,0,False,True,2024-04-01,00:05:00,2024-04-01,02:00:00,,,,,2210,751,2961,3543,,,,,2024-02-11
JL081,1,JL,日本航空,寰宇一家,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,T3,中国,CN,2,2,SHA,上海,SHA,虹桥国际机场,虹桥,T1,190,0,773,波音777(大),L,2024-04-01 09:15:00,2024-04-01 11:25:00,False,False,0,False,True,2024-04-01,09:15:00,2024-04-01,11:25:00,,,,,13192,717,13909,14541,,,,,2024-02-11
HO3138,1,HO,吉祥航空,星空联盟,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T2,185,0,320,空客320(中),M,2024-04-01 18:35:00,2024-04-01 20:40:00,False,False,0,False,True,2024-04-01,18:35:00,2024-04-01,20:40:00,NH,全日空航空,星空联盟,NH971,2016,751,2767,3383,,,,,2024-02-11
